"행정구역","2023년06월_계_총인구수","2023년06월_계_연령구간인구수","2023년06월_계_0~9세","2023년06월_계_10~19세","2023년06월_계_20~29세","2023년06월_계_30~39세","2023년06월_계_40~49세","2023년06월_계_50~59세","2023년06월_계_60~69세","2023년06월_계_70~79세","2023년06월_계_80~89세","2023년06월_계_90~99세","2023년06월_계_100세 이상"
"인천광역시 미추홀구 용현5동(2817757000)","46,290","46,290","3,156","4,976","6,171","5,635","8,022","7,787","6,111","2,875","1,377","178","2"
"인천광역시 미추홀구 학익1동(2817758000)","29,753","29,753","1,847","3,223","3,633","3,000","4,869","5,580","4,364","2,116","979","134","8"
"인천광역시 미추홀구 학익2동(2817759000)","18,167","18,167","854","1,543","2,210","1,978","2,629","3,261","2,993","1,702","861","132","4"
"인천광역시 미추홀구 도화1동(2817760000)","21,197","21,197","1,284","1,466","2,651","3,078","3,228","3,489","3,204","1,793","876","125","3"
"인천광역시 미추홀구 도화2.3동(2817761000)","31,757","31,757","2,758","2,582","3,460","5,015","5,538","4,615","4,580","2,136","942","128","3"
"인천광역시 미추홀구 주안1동(2817762000)","20,420","20,420","1,092","861","3,803","4,248","3,263","3,101","2,545","975","474","56","2"
"인천광역시 미추홀구 주안2동(2817763000)","16,343","16,343","772","1,076","1,901","2,028","2,290","2,696","2,928","1,714","821","115","2"
"인천광역시 미추홀구 주안3동(2817764000)","12,083","12,083","737","891","1,446","1,935","1,832","1,839","1,781","1,104","453","64","1"
"인천광역시 미추홀구 주안4동(2817765000)","17,880","17,880","1,209","1,099","1,951","2,720","2,683","2,702","2,866","1,723","800","124","3"
"인천광역시 미추홀구 주안5동(2817766000)","20,373","20,373","1,035","1,197","2,688","3,173","2,961","3,445","3,285","1,642","820","119","8"
"인천광역시 미추홀구 주안6동(2817767000)","21,392","21,392","1,495","1,817","2,516","3,071","3,645","3,287","3,112","1,580","748","117","4"
"인천광역시 미추홀구 주안7동(2817768000)","11,991","11,991","417","814","1,310","1,163","1,672","2,121","2,376","1,351","667","95","5"
"인천광역시 미추홀구 주안8동(2817769000)","19,948","19,948","892","1,663","2,467","2,220","2,835","3,760","3,489","1,690","822","106","4"
"인천광역시 미추홀구 관교동(2817770000)","14,491","14,491","689","1,245","1,704","1,584","2,158","2,511","2,621","1,342","533","101","3"
"인천광역시 미추홀구 문학동(2817771000)","14,282","14,282","646","1,123","1,758","1,880","2,772","2,843","1,919","875","403","63","0"
"인천광역시 연수구 (2818500000)","389,418","389,418","34,125","44,284","47,491","54,149","68,985","65,272","47,834","17,242","8,497","1,482","57"
"인천광역시 연수구 옥련1동(2818563000)","18,403","18,403","1,003","1,723","2,279","1,975","2,821","3,464","2,937","1,347","719","134","1"
"인천광역시 연수구 옥련2동(2818564000)","19,454","19,454","1,176","1,990","2,443","2,183","3,052","3,675","2,969","1,249","623","91","3"
"인천광역시 연수구 선학동(2818575000)","16,401","16,401","670","1,029","2,012","2,074","2,154","3,018","3,321","1,349","666","103","5"
"인천광역시 연수구 연수1동(2818576100)","17,998","17,998","662","1,318","2,556","2,221","2,728","3,663","2,980","1,222","551","94","3"
"인천광역시 연수구 연수2동(2818576200)","20,196","20,196","1,134","1,505","2,753","3,098","2,864","3,478","3,263","1,235","724","133","9"
"인천광역시 연수구 연수3동(2818576300)","15,426","15,426","757","1,070","1,870","2,135","1,906","2,718","2,853","1,239","749","123","6"
"인천광역시 연수구 청학동(2818576600)","23,735","23,735","949","1,545","2,803","2,956","3,130","4,862","4,442","1,854","1,020","167","7"
"인천광역시 연수구 동춘1동(2818578000)","24,671","24,671","2,080","2,564","2,897","3,366","4,021","4,520","3,560","1,081","474","103","5"
"인천광역시 연수구 동춘2동(2818579000)","17,625","17,625","1,086","1,747","2,277","2,485","2,609","3,309","2,663","850","526","70","3"
"인천광역시 연수구 동춘3동(2818579500)","17,855","17,855","1,129","2,646","2,318","1,586","2,954","3,402","2,343","904","482","90","1"
"인천광역시 연수구 송도1동(2818582000)","38,086","38,086","2,584","5,644","6,760","4,162","6,247","6,448","4,134","1,376","588","139","4"
"인천광역시 연수구 송도2동(2818583000)","36,436","36,436","4,185","6,486","3,450","3,890","8,300","5,972","2,855","816","412","66","4"
"인천광역시 연수구 송도3동(2818584000)","48,621","48,621","5,831","6,408","5,964","8,340","9,984","6,662","3,726","1,183","450","70","3"
"인천광역시 연수구 송도4동(2818585000)","29,156","29,156","4,087","3,810","2,888","4,680","6,421","4,132","2,216","641","241","40","0"
"인천광역시 연수구 송도5동(2818586000)","45,355","45,355","6,792","4,799","4,221","8,998","9,794","5,949","3,572","896","272","59","3"
"인천광역시 남동구 (2820000000)","499,891","499,891","31,735","46,949","62,313","63,416","82,266","86,826","75,003","33,847","15,154","2,303","79"
"인천광역시 남동구 구월1동(2820051000)","31,625","31,625","2,383","3,144","4,031","4,293","5,607","4,958","4,443","1,831","786","141","8"
"인천광역시 남동구 구월2동(2820052000)","35,015","35,015","2,880","4,403","3,970","3,900","6,353","5,883","4,679","2,051","764","126","6"
"인천광역시 남동구 구월3동(2820052100)","29,700","29,700","1,293","1,711","6,217","5,722","4,686","4,479","3,355","1,507","643","85","2"
"인천광역시 남동구 구월4동(2820052200)","13,951","13,951","432","821","1,866","1,490","1,916","2,739","2,648","1,326","611","101","1"
"인천광역시 남동구 간석1동(2820053000)","17,367","17,367","736","1,195","2,243","2,468","2,553","2,988","2,795","1,534","721","131","3"
"인천광역시 남동구 간석2동(2820054000)","21,191","21,191","1,254","2,006","2,489","2,466","3,506","3,702","3,298","1,662","709","97","2"
"인천광역시 남동구 간석3동(2820055000)","26,394","26,394","1,233","1,801","3,464","3,425","3,779","4,967","4,451","2,192","955","122","5"
"인천광역시 남동구 간석4동(2820055100)","28,678","28,678","1,516","2,203","3,911","3,818","4,378","5,090","4,588","2,129","904","136","5"
"인천광역시 남동구 만수1동(2820056000)","16,290","16,290","681","897","1,914","2,002","2,107","3,051","3,092","1,541","893","111","1"
"인천광역시 남동구 만수2동(2820057000)","23,292","23,292","1,339","2,266","2,792","2,616","3,756","4,235","3,799","1,708","676","102","3"
"인천광역시 남동구 만수3동(2820058000)","17,011","17,011","1,048","1,535","2,197","2,006","2,614","2,987","2,800","1,254","487","83","0"
"인천광역시 남동구 만수4동(2820058100)","19,779","19,779","1,076","1,683","2,342","2,505","2,906","3,456","3,456","1,539","696","114","6"
"인천광역시 남동구 만수5동(2820058200)","14,877","14,877","524","854","1,910","1,716","1,852","2,740","2,959","1,584","650","84","4"
"인천광역시 남동구 만수6동(2820058300)","23,169","23,169","1,014","2,008","2,840","2,500","3,190","4,520","4,186","1,742","995","169","5"
"인천광역시 남동구 장수서창동(2820065000)","19,219","19,219","1,228","2,096","2,058","1,959","3,139","3,375","3,204","1,439","632","85","4"
"인천광역시 남동구 서창2동(2820065500)","38,531","38,531","4,632","4,395","3,122","5,835","8,201","5,017","4,640","1,926","657","100","6"
"인천광역시 남동구 남촌도림동(2820066000)","20,435","20,435","961","1,668","2,544","2,137","2,895","4,142","3,609","1,565","794","117","3"
"인천광역시 남동구 논현1동(2820069000)","31,091","31,091","2,323","3,374","3,684","3,847","5,460","5,617","4,154","1,715","787","125","5"
"인천광역시 남동구 논현2동(2820070000)","32,021","32,021","1,836","3,075","4,309","4,230","5,227","5,641","4,433","2,039","1,064","162","5"
"인천광역시 남동구 논현고잔동(2820071000)","40,255","40,255","3,346","5,814","4,410","4,481","8,141","7,239","4,414","1,563","730","112","5"
"인천광역시 부평구 (2823700000)","489,621","489,621","28,526","39,892","63,179","69,420","73,050","86,885","75,976","33,848","16,357","2,400","88"
"인천광역시 부평구 부평1동(2823751000)","35,383","35,383","1,890","2,567","5,213","5,631","5,201","6,020","5,092","2,371","1,221","170","7"
"인천광역시 부평구 부평2동(2823752000)","14,997","14,997","738","1,062","1,958","2,159","2,164","2,598","2,393","1,310","551","63","1"
"인천광역시 부평구 부평3동(2823753000)","13,060","13,060","652","758","1,546","1,818","1,798","2,272","2,282","1,201","629","100","4"
"인천광역시 부평구 부평4동(2823754000)","35,635","35,635","2,048","2,238","5,312","6,298","5,383","5,850","4,941","2,321","1,097","144","3"
"인천광역시 부평구 부평5동(2823755000)","33,224","33,224","2,482","2,356","4,722","6,147","5,422","5,221","4,199","1,743","818","110","4"
"인천광역시 부평구 부평6동(2823756000)","14,913","14,913","907","907","1,918","2,280","2,229","2,523","2,404","1,080","594","70","1"
"인천광역시 부평구 산곡1동(2823757000)","14,968","14,968","1,228","1,072","1,629","2,837","2,237","2,320","2,167","943","458","73","4"
"인천광역시 부평구 산곡2동(2823758000)","30,044","30,044","2,052","3,539","3,575","3,209","5,103","5,361","4,394","1,885","800","123","3"
"인천광역시 부평구 산곡3동(2823758100)","21,061","21,061","893","1,809","2,458","2,176","2,693","3,820","3,913","1,947","1,142","199","11"
"인천광역시 부평구 산곡4동(2823758200)","16,933","16,933","946","1,607","2,182","1,956","2,504","3,120","2,704","1,172","645","94","3"
"인천광역시 부평구 청천1동(2823759100)","6,627","6,627","260","457","753","771","933","1,375","1,310","499","230","37","2"
"인천광역시 부평구 청천2동(2823759200)","34,411","34,411","2,364","2,791","4,300","5,116","5,032","6,120","5,418","2,125","987","154","4"
"인천광역시 부평구 갈산1동(2823764100)","15,906","15,906","712","1,090","2,219","2,160","2,202","3,152","2,685","1,092","521","68","5"
"인천광역시 부평구 갈산2동(2823764200)","17,888","17,888","914","1,297","2,036","2,432","2,337","3,118","3,447","1,500","674","128","5"
"인천광역시 부평구 삼산1동(2823764600)","33,411","33,411","1,952","3,211","4,177","4,019","5,244","6,353","5,019","2,107","1,127","198","4"
"인천광역시 부평구 삼산2동(2823764800)","27,937","27,937","1,761","3,826","3,568","2,562","4,930","5,677","3,418","1,397","672","118","8"
"인천광역시 부평구 부개1동(2823765000)","16,251","16,251","713","1,012","1,850","2,012","2,268","2,819","3,131","1,635","730","76","5"
"인천광역시 부평구 부개2동(2823766000)","19,383","19,383","1,248","1,618","2,429","2,779","3,001","3,364","2,932","1,367","574","69","2"
"인천광역시 부평구 부개3동(2823766100)","29,215","29,215","1,420","2,658","4,108","3,861","4,317","5,705","4,380","1,748","867","146","5"
"인천광역시 부평구 일신동(2823767000)","11,939","11,939","791","943","1,428","1,548","1,667","1,964","2,200","934","403","61","0"
"인천광역시 부평구 십정1동(2823768000)","24,560","24,560","1,696","1,696","3,210","4,973","3,395","3,859","3,360","1,537","732","98","4"
"인천광역시 부평구 십정2동(2823769000)","21,875","21,875","859","1,378","2,588","2,676","2,990","4,274","4,187","1,934","885","101","3"
"인천광역시 계양구 (2824500000)","285,060","285,060","14,781","23,612","37,636","36,490","41,352","56,060","48,017","17,117","8,628","1,327","40"
"인천광역시 계양구 효성1동(2824560100)","26,803","26,803","1,463","2,144","3,337","3,511","3,795","5,028","4,738","1,785","878","120","4"
"인천광역시 계양구 효성2동(2824560200)","27,928","27,928","1,436","2,415","3,662","3,215","3,965","5,377","5,020","1,893","836","104","5"
"인천광역시 계양구 계산1동(2824561100)","18,372","18,372","568","1,073","2,483","2,333","2,359","3,754","3,602","1,446","672","80","2"
"인천광역시 계양구 계산2동(2824561200)","15,148","15,148","497","818","2,092","1,979","1,839","2,975","3,160","1,188","513","82","5"
"인천광역시 계양구 계산3동(2824561300)","18,328","18,328","706","1,279","2,729","2,796","2,218","3,731","3,442","880","464","82","1"
"인천광역시 계양구 계산4동(2824561400)","22,658","22,658","1,207","2,367","3,329","2,512","3,548","4,894","3,387","718","558","132","6"
"인천광역시 계양구 작전1동(2824562100)","26,557","26,557","1,357","2,399","3,629","3,243","3,884","5,321","4,369","1,512","736","107","0"
"인천광역시 계양구 작전2동(2824562200)","18,727","18,727","813","1,189","2,390","2,495","2,501","3,597","3,597","1,407","635","102","1"
"인천광역시 계양구 작전서운동(2824564000)","33,679","33,679","2,244","3,233","4,593","4,595","5,260","6,874","4,514","1,380","839","145","2"
"인천광역시 계양구 계양1동(2824571000)","19,725","19,725","1,083","1,525","2,437","2,437","2,784","3,809","3,481","1,335","725","106","3"
"인천광역시 계양구 계양2동(2824572000)","32,648","32,648","1,419","2,283","4,429","4,389","4,371","6,627","5,493","2,241","1,212","175","9"
"인천광역시 계양구 계양3동(2824573000)","24,487","24,487","1,988","2,887","2,526","2,985","4,828","4,073","3,214","1,332","560","92","2"
"인천광역시 서구 (2826000000)","604,017","604,017","53,259","61,461","72,443","91,686","106,004","101,018","74,370","28,876","12,745","2,071","84"
"인천광역시 서구 검암경서동(2826051500)","44,845","44,845","3,506","4,420","5,899","7,501","8,394","7,368","4,837","1,983","792","141","4"
"인천광역시 서구 연희동(2826053000)","38,843","38,843","1,762","2,952","5,774","4,729","5,211","8,126","6,258","2,398","1,401","222","10"
"인천광역시 서구 청라1동(2826053600)","30,553","30,553","3,223","4,363","3,698","5,134","6,213","4,477","2,306","725","360","51","3"
"인천광역시 서구 청라2동(2826053700)","47,758","47,758","5,213","6,849","5,257","6,934","10,020","7,249","4,267","1,353","530","83","3"
"인천광역시 서구 청라3동(2826053900)","34,873","34,873","4,614","4,532","3,787","5,999","7,368","4,766","2,762","728","261","53","3"
"인천광역시 서구 가정1동(2826054200)","37,119","37,119","4,522","3,204","3,893","6,544","6,627","5,447","4,450","1,643","660","124","5"
"인천광역시 서구 가정2동(2826054300)","15,961","15,961","1,875","1,050","1,975","3,589","2,426","2,470","1,885","485","172","33","1"
"인천광역시 서구 가정3동(2826054400)","9,084","9,084","364","589","1,369","1,200","1,075","1,929","1,700","560","248","49","1"
"인천광역시 서구 석남1동(2826055000)","21,264","21,264","914","1,420","2,633","2,780","2,878","4,134","4,048","1,675","660","120","2"
